Zeitstempel;Wassertemperatur;Lufttemperatur;Luftfeuchtigkeit;Referenztemperatur
2023-11-04T14:55:44.224Z;-127.00;-127.00;48.59;23.87
2023-11-04T14:55:45.231Z;-127.00;-127.00;48.57;23.87
2023-11-04T14:55:46.237Z;-127.00;-127.00;48.57;23.87
2023-11-04T14:55:47.244Z;-127.00;-127.00;48.54;23.87
2023-11-04T14:55:48.250Z;-127.00;-127.00;48.55;23.87
2023-11-04T14:55:49.257Z;-127.00;-127.00;48.59;23.87
2023-11-04T14:55:50.264Z;-127.00;-127.00;48.62;23.87
2023-11-04T14:55:51.270Z;-127.00;-127.00;48.63;23.86
2023-11-04T14:55:52.277Z;-127.00;-127.00;48.61;23.87
2023-11-04T14:55:53.284Z;-127.00;-127.00;48.64;23.87
2023-11-04T14:55:54.291Z;-127.00;-127.00;48.63;23.87
2023-11-04T14:55:55.297Z;-127.00;-127.00;48.64;23.87
2023-11-04T14:55:56.304Z;-127.00;-127.00;48.64;23.87
2023-11-04T14:55:57.311Z;-127.00;-127.00;48.64;23.86
2023-11-04T14:55:58.318Z;-127.00;-127.00;48.64;23.86
2023-11-04T14:55:59.324Z;-127.00;-127.00;48.64;23.87
2023-11-04T14:56:00.331Z;-127.00;-127.00;48.60;23.86
2023-11-04T14:56:01.338Z;-127.00;-127.00;48.61;23.86
2023-11-04T14:56:02.344Z;-127.00;-127.00;48.59;23.87
2023-11-04T14:56:03.351Z;-127.00;-127.00;48.57;23.87
2023-11-04T14:56:04.358Z;-127.00;-127.00;48.56;23.86
2023-11-04T14:56:05.364Z;-127.00;-127.00;48.55;23.87
2023-11-04T14:56:06.371Z;-127.00;-127.00;48.57;23.87
2023-11-04T14:56:07.378Z;-127.00;-127.00;48.56;23.86
2023-11-04T14:56:08.385Z;-127.00;-127.00;48.56;23.87
2023-11-04T14:56:09.391Z;-127.00;-127.00;48.55;23.86
2023-11-04T14:56:10.398Z;-127.00;-127.00;48.55;23.86
2023-11-04T14:56:11.405Z;-127.00;-127.00;48.59;23.87
2023-11-04T14:56:12.412Z;-127.00;-127.00;48.60;23.87
2023-11-04T14:56:13.418Z;-127.00;-127.00;48.57;23.87
2023-11-04T14:56:14.425Z;-127.00;-127.00;48.54;23.87
2023-11-04T14:56:15.437Z;-127.00;-127.00;48.53;23.86
2023-11-04T14:56:16.439Z;-127.00;-127.00;48.54;23.87
2023-11-04T14:56:17.445Z;-127.00;-127.00;48.55;23.86
2023-11-04T14:56:18.451Z;-127.00;-127.00;48.53;23.86
2023-11-04T14:56:19.458Z;-127.00;-127.00;48.52;23.86
2023-11-04T14:56:20.465Z;-127.00;-127.00;48.51;23.85
2023-11-04T14:56:21.472Z;-127.00;-127.00;48.54;23.85
2023-11-04T14:56:22.479Z;-127.00;-127.00;48.54;23.84
2023-11-04T14:56:23.485Z;-127.00;-127.00;48.54;23.84
2023-11-04T14:56:24.492Z;-127.00;-127.00;48.55;23.84
2023-11-04T14:56:25.499Z;-127.00;-127.00;48.57;23.84
2023-11-04T14:56:26.505Z;-127.00;-127.00;48.57;23.84
2023-11-04T14:56:27.512Z;-127.00;-127.00;48.58;23.84
2023-11-04T14:56:28.519Z;-127.00;-127.00;48.61;23.85
2023-11-04T14:56:29.526Z;-127.00;-127.00;48.56;23.85
2023-11-04T14:56:30.533Z;-127.00;-127.00;48.53;23.85
2023-11-04T14:56:31.539Z;-127.00;-127.00;48.50;23.84
2023-11-04T14:56:32.546Z;-127.00;-127.00;48.52;23.84
2023-11-04T14:56:33.552Z;-127.00;-127.00;48.52;23.84
2023-11-04T14:56:34.559Z;-127.00;-127.00;48.53;23.84
2023-11-04T14:56:35.566Z;-127.00;-127.00;48.54;23.84
2023-11-04T14:56:36.572Z;-127.00;-127.00;48.53;23.84
2023-11-04T14:56:37.579Z;-127.00;-127.00;48.54;23.83
2023-11-04T14:56:38.586Z;-127.00;-127.00;48.55;23.83
2023-11-04T14:56:39.593Z;-127.00;-127.00;48.59;23.83
2023-11-04T14:56:40.600Z;-127.00;-127.00;48.58;23.83
2023-11-04T14:56:41.606Z;-127.00;-127.00;48.59;23.83
2023-11-04T14:56:42.613Z;-127.00;-127.00;48.63;23.83
2023-11-04T14:56:43.620Z;-127.00;-127.00;48.63;23.82
2023-11-04T14:56:44.626Z;-127.00;-127.00;48.61;23.83
2023-11-04T14:56:45.633Z;-127.00;-127.00;48.63;23.83
2023-11-04T14:56:46.640Z;-127.00;-127.00;48.63;23.83
2023-11-04T14:56:47.646Z;-127.00;-127.00;48.61;23.82
2023-11-04T14:56:48.653Z;-127.00;-127.00;48.61;23.83
2023-11-04T14:56:49.660Z;-127.00;-127.00;48.60;23.83
2023-11-04T14:56:50.666Z;-127.00;-127.00;48.63;23.83
2023-11-04T14:56:51.673Z;-127.00;-127.00;48.64;23.83
2023-11-04T14:56:52.680Z;-127.00;-127.00;48.65;23.83
2023-11-04T14:56:53.687Z;-127.00;-127.00;48.67;23.83
2023-11-04T14:56:54.693Z;-127.00;-127.00;48.68;23.83
2023-11-04T14:56:55.700Z;-127.00;-127.00;48.66;23.83
2023-11-04T14:56:56.706Z;-127.00;-127.00;48.64;23.83
2023-11-04T14:56:57.714Z;-127.00;-127.00;48.70;23.82
2023-11-04T14:56:58.720Z;-127.00;-127.00;48.70;23.82
2023-11-04T14:56:59.727Z;-127.00;-127.00;48.71;23.83
2023-11-04T14:57:00.734Z;-127.00;-127.00;48.71;23.83
2023-11-04T14:57:01.740Z;-127.00;-127.00;48.72;23.84
2023-11-04T14:57:02.747Z;-127.00;-127.00;48.70;23.84
2023-11-04T14:57:03.755Z;-127.00;-127.00;48.74;23.83
2023-11-04T14:57:04.770Z;-127.00;-127.00;48.82;23.83
2023-11-04T14:57:05.768Z;-127.00;-127.00;48.83;23.82
2023-11-04T14:57:06.774Z;-127.00;-127.00;48.84;23.83
2023-11-04T14:57:07.781Z;-127.00;-127.00;48.82;23.83
2023-11-04T14:57:08.788Z;-127.00;-127.00;48.83;23.83
2023-11-04T14:57:09.795Z;-127.00;-127.00;48.84;23.83
2023-11-04T14:57:10.802Z;-127.00;-127.00;48.82;23.84
2023-11-04T14:57:11.809Z;-127.00;-127.00;48.82;23.84
2023-11-04T14:57:12.816Z;-127.00;-127.00;48.78;23.85
2023-11-04T14:57:13.822Z;-127.00;-127.00;48.73;23.85
2023-11-04T14:57:14.829Z;-127.00;-127.00;48.68;23.85
2023-11-04T14:57:15.836Z;-127.00;-127.00;48.66;23.85
2023-11-04T14:57:16.842Z;-127.00;-127.00;48.67;23.85
2023-11-04T14:57:17.849Z;-127.00;-127.00;48.68;23.85
2023-11-04T14:57:18.856Z;-127.00;-127.00;48.66;23.86
2023-11-04T14:57:19.863Z;-127.00;-127.00;48.66;23.86
2023-11-04T14:57:20.869Z;-127.00;-127.00;48.64;23.86
2023-11-04T14:57:21.876Z;-127.00;-127.00;48.63;23.86
2023-11-04T14:57:22.882Z;-127.00;-127.00;48.61;23.86
2023-11-04T14:57:23.890Z;-127.00;-127.00;48.58;23.86
2023-11-04T14:57:24.896Z;-127.00;-127.00;48.56;23.85
2023-11-04T14:57:25.909Z;-127.00;-127.00;48.57;23.85
2023-11-04T14:57:26.910Z;-127.00;-127.00;48.58;23.85
2023-11-04T14:57:27.916Z;-127.00;-127.00;48.61;23.84
2023-11-04T14:57:28.923Z;-127.00;-127.00;48.64;23.84
2023-11-04T14:57:29.930Z;-127.00;-127.00;48.77;23.84
2023-11-04T14:57:30.937Z;-127.00;-127.00;48.83;23.83
2023-11-04T14:57:31.943Z;-127.00;-127.00;48.84;23.83
2023-11-04T14:57:32.950Z;-127.00;-127.00;48.79;23.83
2023-11-04T14:57:33.957Z;-127.00;-127.00;48.78;23.83
2023-11-04T14:57:34.963Z;-127.00;-127.00;48.75;23.83
2023-11-04T14:57:35.972Z;-127.00;-127.00;48.75;23.82
2023-11-04T14:57:36.977Z;-127.00;-127.00;48.74;23.82
2023-11-04T14:57:37.984Z;-127.00;-127.00;48.71;23.82
2023-11-04T14:57:38.990Z;-127.00;-127.00;48.74;23.83
2023-11-04T14:57:39.997Z;-127.00;-127.00;48.71;23.82
2023-11-04T14:57:41.004Z;-127.00;-127.00;48.73;23.83
2023-11-04T14:57:42.010Z;-127.00;-127.00;48.69;23.82
2023-11-04T14:57:43.017Z;-127.00;-127.00;48.69;23.83
2023-11-04T14:57:44.024Z;-127.00;-127.00;48.69;23.83
2023-11-04T14:57:45.030Z;-127.00;-127.00;48.69;23.83
2023-11-04T14:57:46.037Z;-127.00;-127.00;48.68;23.84
2023-11-04T14:57:47.044Z;-127.00;-127.00;48.69;23.85
2023-11-04T14:57:48.050Z;-127.00;-127.00;48.68;23.85
2023-11-04T14:57:49.057Z;-127.00;-127.00;48.67;23.85
2023-11-04T14:57:50.064Z;-127.00;-127.00;48.67;23.85
2023-11-04T14:57:51.071Z;-127.00;-127.00;48.67;23.85
2023-11-04T14:57:52.077Z;-127.00;-127.00;48.67;23.85
2023-11-04T14:57:53.084Z;-127.00;-127.00;48.64;23.86
2023-11-04T14:57:54.091Z;-127.00;-127.00;48.66;23.85
2023-11-04T14:57:55.098Z;-127.00;-127.00;48.65;23.86
2023-11-04T14:57:56.104Z;-127.00;-127.00;48.66;23.85
2023-11-04T14:57:57.111Z;-127.00;-127.00;48.65;23.85
2023-11-04T14:57:58.118Z;-127.00;-127.00;48.64;23.85
2023-11-04T14:57:59.124Z;-127.00;-127.00;48.64;23.86
2023-11-04T14:58:00.131Z;-127.00;-127.00;48.65;23.86
2023-11-04T14:58:01.137Z;-127.00;-127.00;48.64;23.85
2023-11-04T14:58:02.144Z;-127.00;-127.00;48.63;23.86
2023-11-04T14:58:03.151Z;-127.00;-127.00;48.62;23.86
2023-11-04T14:58:04.158Z;-127.00;-127.00;48.62;23.86
2023-11-04T14:58:05.165Z;-127.00;-127.00;48.61;23.85
2023-11-04T14:58:06.171Z;-127.00;-127.00;48.58;23.85
2023-11-04T14:58:07.178Z;-127.00;-127.00;48.72;23.85
2023-11-04T14:58:08.185Z;-127.00;-127.00;48.88;23.85
2023-11-04T14:58:09.192Z;-127.00;-127.00;49.02;23.86
2023-11-04T14:58:10.198Z;-127.00;-127.00;49.01;23.86
2023-11-04T14:58:11.205Z;-127.00;-127.00;48.89;23.86
2023-11-04T14:58:12.212Z;-127.00;-127.00;48.74;23.87
2023-11-04T14:58:13.218Z;-127.00;-127.00;48.71;23.87
2023-11-04T14:58:14.225Z;-127.00;-127.00;48.67;23.86
2023-11-04T14:58:15.231Z;-127.00;-127.00;48.66;23.86
2023-11-04T14:58:16.238Z;-127.00;-127.00;48.65;23.87
2023-11-04T14:58:17.244Z;-127.00;-127.00;48.65;23.87
2023-11-04T14:58:18.252Z;-127.00;-127.00;48.62;23.87
2023-11-04T14:58:19.258Z;-127.00;-127.00;48.60;23.86
2023-11-04T14:58:20.265Z;-127.00;-127.00;48.58;23.86
2023-11-04T14:58:21.272Z;-127.00;-127.00;48.59;23.86
2023-11-04T14:58:22.279Z;-127.00;-127.00;48.64;23.85
2023-11-04T14:58:23.285Z;-127.00;-127.00;48.65;23.85
2023-11-04T14:58:24.292Z;-127.00;-127.00;48.62;23.85
2023-11-04T14:58:25.299Z;-127.00;-127.00;48.61;23.85
2023-11-04T14:58:26.307Z;-127.00;-127.00;48.62;23.84
2023-11-04T14:58:27.313Z;-127.00;-127.00;48.63;23.85
2023-11-04T14:58:28.319Z;-127.00;-127.00;48.64;23.85
2023-11-04T14:58:29.326Z;-127.00;-127.00;48.64;23.85
2023-11-04T14:58:30.333Z;-127.00;-127.00;48.63;23.84
2023-11-04T14:58:31.339Z;-127.00;-127.00;48.62;23.85
2023-11-04T14:58:32.346Z;-127.00;-127.00;48.62;23.86
2023-11-04T14:58:33.352Z;-127.00;-127.00;48.61;23.86
2023-11-04T14:58:34.359Z;-127.00;-127.00;48.59;23.86
2023-11-04T14:58:35.366Z;-127.00;-127.00;48.58;23.86
2023-11-04T14:58:36.372Z;-127.00;-127.00;48.57;23.86
2023-11-04T14:58:37.379Z;-127.00;-127.00;48.59;23.85
2023-11-04T14:58:38.386Z;-127.00;-127.00;48.62;23.85
2023-11-04T14:58:39.392Z;-127.00;-127.00;48.65;23.85
2023-11-04T14:58:40.399Z;-127.00;-127.00;48.66;23.85
2023-11-04T14:58:41.406Z;-127.00;-127.00;48.66;23.86
2023-11-04T14:58:42.413Z;-127.00;-127.00;48.64;23.87
2023-11-04T14:58:43.419Z;-127.00;-127.00;48.60;23.86
2023-11-04T14:58:44.426Z;-127.00;-127.00;48.57;23.87
2023-11-04T14:58:45.433Z;-127.00;-127.00;48.52;23.86
2023-11-04T14:58:46.439Z;-127.00;-127.00;48.53;23.86
2023-11-04T14:58:47.446Z;-127.00;-127.00;48.54;23.85
2023-11-04T14:58:48.453Z;-127.00;-127.00;48.53;23.85
2023-11-04T14:58:49.459Z;-127.00;-127.00;48.55;23.85
2023-11-04T14:58:50.466Z;-127.00;-127.00;48.57;23.85
2023-11-04T14:58:51.473Z;-127.00;-127.00;48.59;23.86
2023-11-04T14:58:52.480Z;-127.00;-127.00;48.61;23.86
2023-11-04T14:58:53.486Z;-127.00;-127.00;48.60;23.87
2023-11-04T14:58:54.493Z;-127.00;-127.00;48.59;23.86
2023-11-04T14:58:55.500Z;-127.00;-127.00;48.61;23.87
2023-11-04T14:58:56.506Z;-127.00;-127.00;48.60;23.87
2023-11-04T14:58:57.513Z;-127.00;-127.00;48.59;23.87
2023-11-04T14:58:58.520Z;-127.00;-127.00;48.57;23.87
2023-11-04T14:58:59.527Z;-127.00;-127.00;48.56;23.88
2023-11-04T14:59:00.533Z;-127.00;-127.00;48.55;23.88
2023-11-04T14:59:01.540Z;-127.00;-127.00;48.54;23.88
2023-11-04T14:59:02.547Z;-127.00;-127.00;48.51;23.88
2023-11-04T14:59:03.553Z;-127.00;-127.00;48.52;23.87
2023-11-04T14:59:04.560Z;-127.00;-127.00;48.49;23.88
2023-11-04T14:59:05.567Z;-127.00;-127.00;48.54;23.89
2023-11-04T14:59:06.573Z;-127.00;-127.00;48.53;23.89
2023-11-04T14:59:07.580Z;-127.00;-127.00;48.53;23.89
2023-11-04T14:59:08.587Z;-127.00;-127.00;48.50;23.89
2023-11-04T14:59:09.593Z;-127.00;-127.00;48.51;23.89
2023-11-04T14:59:10.600Z;-127.00;-127.00;48.50;23.89
2023-11-04T14:59:11.607Z;-127.00;-127.00;48.50;23.90
2023-11-04T14:59:12.614Z;-127.00;-127.00;48.50;23.89
2023-11-04T14:59:13.620Z;-127.00;-127.00;48.50;23.89
2023-11-04T14:59:14.627Z;-127.00;-127.00;48.50;23.89
2023-11-04T14:59:15.634Z;-127.00;-127.00;48.51;23.89
2023-11-04T14:59:16.640Z;-127.00;-127.00;48.52;23.89
2023-11-04T14:59:17.647Z;-127.00;-127.00;48.52;23.89
2023-11-04T14:59:18.654Z;-127.00;-127.00;48.53;23.88
2023-11-04T14:59:19.660Z;-127.00;-127.00;48.54;23.88
2023-11-04T14:59:20.667Z;-127.00;-127.00;48.53;23.88
2023-11-04T14:59:21.674Z;-127.00;-127.00;48.54;23.88
2023-11-04T14:59:22.681Z;-127.00;-127.00;48.55;23.89
2023-11-04T14:59:23.688Z;-127.00;-127.00;48.56;23.88
2023-11-04T14:59:24.694Z;-127.00;-127.00;48.57;23.88
2023-11-04T14:59:25.701Z;-127.00;-127.00;48.59;23.88
2023-11-04T14:59:26.707Z;-127.00;-127.00;48.58;23.88
2023-11-04T14:59:27.714Z;-127.00;-127.00;48.57;23.89
2023-11-04T14:59:28.721Z;-127.00;-127.00;48.55;23.88
2023-11-04T14:59:29.728Z;-127.00;-127.00;48.54;23.87
2023-11-04T14:59:30.734Z;-127.00;-127.00;48.54;23.88
2023-11-04T14:59:31.741Z;-127.00;-127.00;48.55;23.88
2023-11-04T14:59:32.747Z;-127.00;-127.00;48.74;23.89
2023-11-04T14:59:33.755Z;-127.00;-127.00;48.86;23.89
2023-11-04T14:59:34.761Z;-127.00;-127.00;49.04;23.89
2023-11-04T14:59:35.768Z;-127.00;-127.00;48.97;23.89
2023-11-04T14:59:36.774Z;-127.00;-127.00;48.95;23.89
2023-11-04T14:59:37.781Z;-127.00;-127.00;48.90;23.90
2023-11-04T14:59:38.788Z;-127.00;-127.00;48.81;23.90
2023-11-04T14:59:39.795Z;-127.00;-127.00;48.67;23.90
2023-11-04T14:59:40.801Z;-127.00;-127.00;48.62;23.90
2023-11-04T14:59:41.808Z;-127.00;-127.00;48.60;23.90
2023-11-04T14:59:42.814Z;-127.00;-127.00;48.64;23.89
2023-11-04T14:59:43.821Z;-127.00;-127.00;49.72;23.90
2023-11-04T14:59:44.828Z;-127.00;-127.00;50.30;23.91
2023-11-04T14:59:45.835Z;-127.00;-127.00;49.50;23.91
2023-11-04T14:59:46.842Z;-127.00;-127.00;49.07;23.90
2023-11-04T14:59:47.848Z;-127.00;-127.00;48.79;23.90
2023-11-04T14:59:48.855Z;-127.00;-127.00;48.70;23.89
2023-11-04T14:59:49.861Z;-127.00;-127.00;48.66;23.89
2023-11-04T14:59:50.868Z;-127.00;-127.00;48.61;23.89
2023-11-04T14:59:51.875Z;-127.00;-127.00;48.60;23.88
2023-11-04T14:59:52.882Z;-127.00;-127.00;48.60;23.88
2023-11-04T14:59:53.888Z;-127.00;-127.00;48.57;23.88
2023-11-04T14:59:54.895Z;-127.00;-127.00;48.57;23.88
2023-11-04T14:59:55.902Z;-127.00;-127.00;48.59;23.88
2023-11-04T14:59:56.908Z;-127.00;-127.00;48.59;23.87
2023-11-04T14:59:57.915Z;-127.00;-127.00;48.57;23.88
2023-11-04T14:59:58.922Z;-127.00;-127.00;48.60;23.88
2023-11-04T14:59:59.928Z;-127.00;-127.00;48.60;23.88
2023-11-04T15:00:00.935Z;-127.00;-127.00;48.56;23.88
2023-11-04T15:00:01.942Z;-127.00;-127.00;48.54;23.88
2023-11-04T15:00:02.949Z;-127.00;-127.00;48.54;23.88
2023-11-04T15:00:03.955Z;-127.00;-127.00;48.54;23.89
2023-11-04T15:00:04.962Z;-127.00;-127.00;48.56;23.88
2023-11-04T15:00:05.968Z;-127.00;-127.00;48.54;23.89
2023-11-04T15:00:06.975Z;-127.00;-127.00;48.54;23.88
2023-11-04T15:00:07.982Z;-127.00;-127.00;48.52;23.88
2023-11-04T15:00:08.989Z;-127.00;-127.00;48.52;23.88
2023-11-04T15:00:09.995Z;-127.00;-127.00;48.67;23.88
2023-11-04T15:00:11.002Z;-127.00;-127.00;48.61;23.88
2023-11-04T15:00:12.009Z;-127.00;-127.00;48.55;23.88
2023-11-04T15:00:13.016Z;-127.00;-127.00;48.53;23.88
2023-11-04T15:00:14.023Z;-127.00;-127.00;48.53;23.88
2023-11-04T15:00:15.029Z;-127.00;-127.00;48.54;23.88
2023-11-04T15:00:16.036Z;-127.00;-127.00;48.55;23.88
2023-11-04T15:00:17.043Z;-127.00;-127.00;48.55;23.88
2023-11-04T15:00:18.050Z;-127.00;-127.00;48.56;23.88
2023-11-04T15:00:19.056Z;-127.00;-127.00;48.55;23.88
2023-11-04T15:00:20.063Z;-127.00;-127.00;48.54;23.88
2023-11-04T15:00:21.070Z;-127.00;-127.00;48.51;23.89
2023-11-04T15:00:22.076Z;-127.00;-127.00;48.49;23.88
2023-11-04T15:00:23.083Z;-127.00;-127.00;48.49;23.88
2023-11-04T15:00:24.090Z;-127.00;-127.00;48.50;23.88
2023-11-04T15:00:25.096Z;-127.00;-127.00;48.52;23.87
2023-11-04T15:00:26.103Z;-127.00;-127.00;48.53;23.87
2023-11-04T15:00:27.110Z;-127.00;-127.00;48.54;23.88
2023-11-04T15:00:28.116Z;-127.00;-127.00;48.56;23.88
2023-11-04T15:00:29.123Z;-127.00;-127.00;48.59;23.87
2023-11-04T15:00:30.130Z;-127.00;-127.00;48.59;23.88
2023-11-04T15:00:31.136Z;-127.00;-127.00;48.61;23.88
2023-11-04T15:00:32.143Z;-127.00;-127.00;48.60;23.87
2023-11-04T15:00:33.150Z;-127.00;-127.00;48.58;23.88
2023-11-04T15:00:34.157Z;-127.00;-127.00;48.80;23.87
2023-11-04T15:00:35.163Z;-127.00;-127.00;49.17;23.88
2023-11-04T15:00:36.170Z;-127.00;-127.00;49.37;23.88
2023-11-04T15:00:37.177Z;-127.00;-127.00;49.25;23.89
2023-11-04T15:00:38.184Z;-127.00;-127.00;48.97;23.89
2023-11-04T15:00:39.190Z;-127.00;-127.00;48.78;23.88
2023-11-04T15:00:40.197Z;-127.00;-127.00;48.71;23.88
2023-11-04T15:00:41.203Z;-127.00;-127.00;48.66;23.88
2023-11-04T15:00:42.210Z;-127.00;-127.00;48.65;23.87
2023-11-04T15:00:43.217Z;-127.00;-127.00;48.67;23.87
2023-11-04T15:00:44.223Z;-127.00;-127.00;48.69;23.86
2023-11-04T15:00:45.230Z;-127.00;-127.00;48.69;23.86
2023-11-04T15:00:46.237Z;-127.00;-127.00;48.70;23.87
2023-11-04T15:00:47.244Z;-127.00;-127.00;48.67;23.87
2023-11-04T15:00:48.250Z;-127.00;-127.00;48.67;23.87
2023-11-04T15:00:49.257Z;-127.00;-127.00;48.66;23.87
2023-11-04T15:00:50.264Z;-127.00;-127.00;48.64;23.88
2023-11-04T15:00:51.271Z;-127.00;-127.00;48.62;23.87
2023-11-04T15:00:52.277Z;-127.00;-127.00;48.63;23.88
2023-11-04T15:00:53.284Z;-127.00;-127.00;48.62;23.88
2023-11-04T15:00:54.291Z;-127.00;-127.00;48.61;23.87
2023-11-04T15:00:55.297Z;-127.00;-127.00;48.59;23.88
2023-11-04T15:00:56.304Z;-127.00;-127.00;48.59;23.88
2023-11-04T15:00:57.311Z;-127.00;-127.00;48.59;23.88
2023-11-04T15:00:58.317Z;-127.00;-127.00;48.60;23.88
2023-11-04T15:00:59.324Z;-127.00;-127.00;48.62;23.87
2023-11-04T15:01:00.331Z;-127.00;-127.00;48.63;23.87
2023-11-04T15:01:01.337Z;-127.00;-127.00;48.63;23.87
2023-11-04T15:01:02.344Z;-127.00;-127.00;48.64;23.86
2023-11-04T15:01:03.351Z;-127.00;-127.00;48.62;23.87
2023-11-04T15:01:04.358Z;-127.00;-127.00;48.62;23.87
2023-11-04T15:01:05.364Z;-127.00;-127.00;48.84;23.88
2023-11-04T15:01:06.371Z;-127.00;-127.00;48.93;23.88
2023-11-04T15:01:07.377Z;-127.00;-127.00;48.79;23.88
2023-11-04T15:01:08.384Z;-127.00;-127.00;48.71;23.88
2023-11-04T15:01:09.391Z;-127.00;-127.00;48.66;23.87
2023-11-04T15:01:10.397Z;-127.00;-127.00;48.65;23.87
2023-11-04T15:01:11.403Z;-127.00;-127.00;48.64;23.87
2023-11-04T15:01:12.410Z;-127.00;-127.00;48.63;23.86
2023-11-04T15:01:13.417Z;-127.00;-127.00;48.63;23.87
2023-11-04T15:01:14.423Z;-127.00;-127.00;48.63;23.87
2023-11-04T15:01:15.430Z;-127.00;-127.00;48.63;23.87
2023-11-04T15:01:16.437Z;-127.00;-127.00;48.63;23.87
2023-11-04T15:01:17.443Z;-127.00;-127.00;48.62;23.87
2023-11-04T15:01:18.450Z;-127.00;-127.00;48.61;23.88
2023-11-04T15:01:19.457Z;-127.00;-127.00;48.60;23.88
2023-11-04T15:01:20.464Z;-127.00;-127.00;48.61;23.88
2023-11-04T15:01:21.470Z;-127.00;-127.00;48.60;23.87
2023-11-04T15:01:22.477Z;-127.00;-127.00;48.62;23.87
2023-11-04T15:01:23.484Z;-127.00;-127.00;48.59;23.88
2023-11-04T15:01:24.490Z;-127.00;-127.00;48.58;23.88
2023-11-04T15:01:25.497Z;-127.00;-127.00;48.56;23.87
2023-11-04T15:01:26.504Z;-127.00;-127.00;48.58;23.86
2023-11-04T15:01:27.510Z;-127.00;-127.00;48.57;23.86
2023-11-04T15:01:28.517Z;-127.00;-127.00;48.60;23.87
2023-11-04T15:01:29.524Z;-127.00;-127.00;48.57;23.87
2023-11-04T15:01:30.531Z;-127.00;-127.00;48.57;23.87
2023-11-04T15:01:31.538Z;-127.00;-127.00;48.54;23.87
2023-11-04T15:01:32.544Z;-127.00;-127.00;48.57;23.87
2023-11-04T15:01:33.551Z;-127.00;-127.00;48.57;23.87
